row_id,view_id,domain,study,raw_metric,display_metric,protocol,unit,reference_queries,eligibility_known,determinate_applicable_truths,answered,agrees,wrong_determinate,judgment_coverage,answered_agreement,source_ref,source_sha256,boundary
C011,V10,FINITE_CONSTRUCT,P4,HIAA_pot_declared,HIAA_pot_declared,declared_finite_v1,finite_capability_model,7,7,6,0,0,0,0.0,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V10.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,5e5a314a17aa0d05fb98e52b7f0c6caa3577cc2831b7fc5c28d76c2f42824d28,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C012,V11,FINITE_CONSTRUCT,P4,HIAA_pot_declared,HIAA_pot_declared,declared_finite_v1,finite_capability_model,7,7,6,6,6,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V11.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C013,V12,FINITE_CONSTRUCT,P4,HIAA_pot_declared,HIAA_pot_declared,declared_finite_v1,finite_capability_model,7,7,6,6,6,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V12.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,7330c210bfc2d1ad8280787622be8952b57fe798e3758229a4666860fadc32f8,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C014,V00,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V00.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C015,V01,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,4,4,0,0.6666666666666666,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V01.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,504e2ad6ed410b7111a1c0b07ea0ffbec9d049d9bb65262c68cbee2f617234cd,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C016,V02,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,4,4,0,0.6666666666666666,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V02.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,27eb577b4be4977866439af38b263d5c624bf6f0dd6dbe2a22705be37934c827,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C017,V03,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,0,0,0,0.0,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V03.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,2a824bdc2c922f3a00ea5f90bf506cf824006d7d380d103c40e114b1e0186a6d,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C018,V04,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,4,4,0,0.6666666666666666,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V04.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,ec13b969b5d030c87f4a203bc1b5beff4b6c36c3680519bdccc77a9a07348b44,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C019,V05,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V05.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,963b5b54d8ea4faa10e675ad99216584d816cbf655a855467d640bf45de8e7be,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C020,V06,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V06.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,4b8d66ce68101936e140020fd4e19da6a94e35c50bc5ad020036f9539181b72a,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C021,V07,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V07.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,4665fe689f269e8143220466dc91d528956a94203be8366b38106bf2fa9be699,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C022,V08,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,3,3,0,0.5,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V08.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,e6b8c8612cd268e4084e46f01112db76347b849c01a9708bf8089f0db3f8ed29,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C023,V09,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V09.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,743996ac18bd6db1a7533177e92517fd6384da9ff03e4563f6c3a0a635698da7,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C024,V10,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V10.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,5e5a314a17aa0d05fb98e52b7f0c6caa3577cc2831b7fc5c28d76c2f42824d28,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C025,V11,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V11.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C026,V12,CONTROLLED_CONSTRUCT,P4,ALR,ALR,P3R_identity_guard,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V12.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,7330c210bfc2d1ad8280787622be8952b57fe798e3758229a4666860fadc32f8,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C027,V00,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V00.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C028,V01,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,4,4,0,0.6666666666666666,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V01.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,504e2ad6ed410b7111a1c0b07ea0ffbec9d049d9bb65262c68cbee2f617234cd,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C029,V02,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,4,4,0,0.6666666666666666,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V02.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,27eb577b4be4977866439af38b263d5c624bf6f0dd6dbe2a22705be37934c827,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C030,V03,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,0,0,0,0.0,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V03.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,2a824bdc2c922f3a00ea5f90bf506cf824006d7d380d103c40e114b1e0186a6d,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C031,V04,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,4,4,0,0.6666666666666666,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V04.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,ec13b969b5d030c87f4a203bc1b5beff4b6c36c3680519bdccc77a9a07348b44,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C032,V05,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V05.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,963b5b54d8ea4faa10e675ad99216584d816cbf655a855467d640bf45de8e7be,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C033,V06,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V06.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,4b8d66ce68101936e140020fd4e19da6a94e35c50bc5ad020036f9539181b72a,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C034,V07,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V07.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,4665fe689f269e8143220466dc91d528956a94203be8366b38106bf2fa9be699,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C035,V08,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,3,3,0,0.5,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V08.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,e6b8c8612cd268e4084e46f01112db76347b849c01a9708bf8089f0db3f8ed29,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C036,V09,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V09.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,743996ac18bd6db1a7533177e92517fd6384da9ff03e4563f6c3a0a635698da7,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C037,V10,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V10.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,5e5a314a17aa0d05fb98e52b7f0c6caa3577cc2831b7fc5c28d76c2f42824d28,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C038,V11,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V11.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C039,V12,CONTROLLED_CONSTRUCT,P4,ALR,ALR,T11_explicit_reason,unique_request_or_no_request_sentinel,38,38,6,5,5,0,0.8333333333333334,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V12.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,7330c210bfc2d1ad8280787622be8952b57fe798e3758229a4666860fadc32f8,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C040,V00,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,4,4,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V00.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C041,V01,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,0,0,0,0.0,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V01.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,504e2ad6ed410b7111a1c0b07ea0ffbec9d049d9bb65262c68cbee2f617234cd,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C042,V02,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,0,0,0,0.0,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V02.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,27eb577b4be4977866439af38b263d5c624bf6f0dd6dbe2a22705be37934c827,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C043,V03,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,2,2,0,0.5,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V03.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,2a824bdc2c922f3a00ea5f90bf506cf824006d7d380d103c40e114b1e0186a6d,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C044,V04,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,2,2,0,0.5,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V04.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,ec13b969b5d030c87f4a203bc1b5beff4b6c36c3680519bdccc77a9a07348b44,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C045,V05,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,4,4,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V05.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,963b5b54d8ea4faa10e675ad99216584d816cbf655a855467d640bf45de8e7be,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C046,V06,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,0,0,0,0.0,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V06.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,4b8d66ce68101936e140020fd4e19da6a94e35c50bc5ad020036f9539181b72a,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C047,V07,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,4,4,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V07.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,4665fe689f269e8143220466dc91d528956a94203be8366b38106bf2fa9be699,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C048,V08,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,4,4,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V08.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,e6b8c8612cd268e4084e46f01112db76347b849c01a9708bf8089f0db3f8ed29,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C049,V09,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,4,4,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V09.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,743996ac18bd6db1a7533177e92517fd6384da9ff03e4563f6c3a0a635698da7,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C050,V10,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,4,4,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V10.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,5e5a314a17aa0d05fb98e52b7f0c6caa3577cc2831b7fc5c28d76c2f42824d28,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C051,V11,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,4,4,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V11.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C052,V12,CONTROLLED_CONSTRUCT,P4,RIR,RIR,chain_v1,prefix_session_cohort,8,8,4,4,4,0,1.0,1.0,论文材料/P4_测量证据消融/p4-20260917-123623/results/V12.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,7330c210bfc2d1ad8280787622be8952b57fe798e3758229a4666860fadc32f8,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C053,V00,CONTROLLED_CONSTRUCT,P4,RIR,RIR,confirmed_prefix_v1,prefix_session_cohort,8,4,0,0,0,0,,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V00.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,801bc04a12776cbb30747d2c4a1c21c8ec40d58c67f45c93cfcfcfc373276d2b,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C054,V01,CONTROLLED_CONSTRUCT,P4,RIR,RIR,confirmed_prefix_v1,prefix_session_cohort,8,4,0,0,0,0,,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V01.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,504e2ad6ed410b7111a1c0b07ea0ffbec9d049d9bb65262c68cbee2f617234cd,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C055,V02,CONTROLLED_CONSTRUCT,P4,RIR,RIR,confirmed_prefix_v1,prefix_session_cohort,8,4,0,0,0,0,,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V02.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,27eb577b4be4977866439af38b263d5c624bf6f0dd6dbe2a22705be37934c827,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C056,V03,CONTROLLED_CONSTRUCT,P4,RIR,RIR,confirmed_prefix_v1,prefix_session_cohort,8,4,0,0,0,0,,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V03.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,2a824bdc2c922f3a00ea5f90bf506cf824006d7d380d103c40e114b1e0186a6d,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C057,V04,CONTROLLED_CONSTRUCT,P4,RIR,RIR,confirmed_prefix_v1,prefix_session_cohort,8,4,0,0,0,0,,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V04.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,ec13b969b5d030c87f4a203bc1b5beff4b6c36c3680519bdccc77a9a07348b44,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C058,V05,CONTROLLED_CONSTRUCT,P4,RIR,RIR,confirmed_prefix_v1,prefix_session_cohort,8,4,0,0,0,0,,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V05.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,963b5b54d8ea4faa10e675ad99216584d816cbf655a855467d640bf45de8e7be,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C059,V06,CONTROLLED_CONSTRUCT,P4,RIR,RIR,confirmed_prefix_v1,prefix_session_cohort,8,4,0,0,0,0,,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V06.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,4b8d66ce68101936e140020fd4e19da6a94e35c50bc5ad020036f9539181b72a,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
C060,V07,CONTROLLED_CONSTRUCT,P4,RIR,RIR,confirmed_prefix_v1,prefix_session_cohort,8,4,0,0,0,0,,,论文材料/P4_测量证据消融/p4-20260917-123623/results/V07.jsonl;论文材料/P4_测量证据消融/p4-20260917-123623/GOLD_PROVENANCE.jsonl,4665fe689f269e8143220466dc91d528956a94203be8366b38106bf2fa9be699,"Finite controlled reference, correlated queries; no natural-language accuracy claim"
