phase,run_id,effect_id,value,oracle,match,matched_grants,grant_set_match,manifest_declared,manifest_match,receipt_present,manifest_provenance
f,run-b49ace27c5352f761ed7e3f0,effect-2cda36c498fca199,True,True,True,"[""run-b49ace27c5352f761ed7e3f0-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-a6f1f35af6e95e90e75cafe2,effect-b5fd8c4a2f8553c6,True,True,True,"[""run-a6f1f35af6e95e90e75cafe2-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-2209461c6e70a32237da647f,effect-9614ba33a829833d,True,True,True,"[""run-2209461c6e70a32237da647f-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-57242990d59aebbde194512b,effect-73bce38fadf68291,True,True,True,"[""run-57242990d59aebbde194512b-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-90549f45932f331a926c9e33,effect-0adfe9c113b12285,True,True,True,"[""run-90549f45932f331a926c9e33-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-c8314b10205ccd0d3317fa85,effect-d746acda68d02b9c,True,True,True,"[""run-c8314b10205ccd0d3317fa85-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-a94e852ef83a9213d3012437,effect-67673d59333e4f97,True,True,True,"[""run-a94e852ef83a9213d3012437-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-0db65b2ec50c6d3b7298dc7d,effect-872e0a3dea5ae869,True,True,True,"[""run-0db65b2ec50c6d3b7298dc7d-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-5211a3fcc0e5cb18f5caa181,effect-972c68aa38243e94,True,True,True,"[""run-5211a3fcc0e5cb18f5caa181-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-d00cffad869b7e3517bd9bbd,effect-c6c873f22a952f87,True,True,True,"[""run-d00cffad869b7e3517bd9bbd-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-54ba066b3b9cfeef67da923c,effect-d0dba8720f9d43e6,True,True,True,"[""run-54ba066b3b9cfeef67da923c-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-672bed57d435d25337965665,effect-bd5694cdfdbe17fd,True,True,True,"[""run-672bed57d435d25337965665-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-2c380c591a5cb7862ba6d3ff,effect-bb812a45fee412ac,True,True,True,"[""run-2c380c591a5cb7862ba6d3ff-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-77fe680d1136dc7dca67456d,effect-f030265ea673247c,True,True,True,"[""run-77fe680d1136dc7dca67456d-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-a9bc308e03fc6524406b5019,effect-1b7ed88887a0dfa5,True,True,True,"[""run-a9bc308e03fc6524406b5019-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-7ba636c15ebed43c7c85ee1c,effect-46e38ddb2af8956c,True,True,True,"[""run-7ba636c15ebed43c7c85ee1c-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-6f3a4fecaba1978ebc5f514c,effect-b2242bf484ca4568,True,True,True,"[""run-6f3a4fecaba1978ebc5f514c-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-d8a4ed91c05ce533e2fae8b0,effect-45ba24bf9a06703f,True,True,True,"[""run-d8a4ed91c05ce533e2fae8b0-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-086c3e8ae30e8d297b601bb6,effect-a93ab4d44a8c8cc7,True,True,True,"[""run-086c3e8ae30e8d297b601bb6-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-ddd1f75f0d055b1fb1b5ee07,effect-a4a90fa52d94155b,True,True,True,"[""run-ddd1f75f0d055b1fb1b5ee07-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-87dda7be168b150b1ac16132,effect-1e0a7fec8254544e,True,True,True,"[""run-87dda7be168b150b1ac16132-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-40d1e36dac58b8255ec6193c,effect-ebb8fde988179822,True,True,True,"[""run-40d1e36dac58b8255ec6193c-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-d08be3da5246b8b46220e93e,effect-69415d27a99bccf4,True,True,True,"[""run-d08be3da5246b8b46220e93e-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-540985516fefe8a2c67b201e,effect-246986e19ae9669f,True,True,True,"[""run-540985516fefe8a2c67b201e-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-540985516fefe8a2c67b201e,effect-a097b0ccb5191039,True,True,True,"[""run-540985516fefe8a2c67b201e-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-91ec97348d12c31afc3e92d2,effect-6be16891939388a0,True,True,True,"[""run-91ec97348d12c31afc3e92d2-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-91ec97348d12c31afc3e92d2,effect-0155c02f4fa80930,True,True,True,"[""run-91ec97348d12c31afc3e92d2-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-4501c99d369adfa58ec51771,effect-2e988e6369f35b1f,True,True,True,"[""run-4501c99d369adfa58ec51771-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-4501c99d369adfa58ec51771,effect-af6d56855d9f4f63,True,True,True,"[""run-4501c99d369adfa58ec51771-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-5874ca22df8f36ed038c8e8e,effect-57c19c86af086372,True,True,True,"[""run-5874ca22df8f36ed038c8e8e-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-5874ca22df8f36ed038c8e8e,effect-e1b95724d4090b30,True,True,True,"[""run-5874ca22df8f36ed038c8e8e-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-71f2455d860fb6652084e17c,effect-d3dd61f0a0cf7b98,True,True,True,"[""run-71f2455d860fb6652084e17c-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-71f2455d860fb6652084e17c,effect-242e40e3909c13fd,True,True,True,"[""run-71f2455d860fb6652084e17c-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-50723a09241547597fb2d25c,effect-9a8ba9070ba4b1d4,True,True,True,"[""run-50723a09241547597fb2d25c-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-50723a09241547597fb2d25c,effect-ee3b39a45c29a274,True,True,True,"[""run-50723a09241547597fb2d25c-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-9de7d84761d1dbdb442d11c5,effect-1869504bf345ee47,True,True,True,"[""run-9de7d84761d1dbdb442d11c5-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-9de7d84761d1dbdb442d11c5,effect-90eeec6d45275d32,True,True,True,"[""run-9de7d84761d1dbdb442d11c5-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-da892f631df9fa907fbdd253,effect-2299866c96a78e8e,True,True,True,"[""run-da892f631df9fa907fbdd253-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-da892f631df9fa907fbdd253,effect-fa1b6f3dac3c9754,True,True,True,"[""run-da892f631df9fa907fbdd253-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-3817920a7981b45f75540e96,effect-276d22317c233f7b,True,True,True,"[""run-3817920a7981b45f75540e96-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-3817920a7981b45f75540e96,effect-767305d4b61f9f02,True,True,True,"[""run-3817920a7981b45f75540e96-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-3f9221a88444b26506494460,effect-d5cfa815fdc64eb3,True,True,True,"[""run-3f9221a88444b26506494460-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-3f9221a88444b26506494460,effect-1bf6d89f3f7c5ee1,True,True,True,"[""run-3f9221a88444b26506494460-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-719d8978c78a2d3b44c73c18,effect-4aae66a36d6d5a46,True,True,True,"[""run-719d8978c78a2d3b44c73c18-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-719d8978c78a2d3b44c73c18,effect-760f0860ad0c64e8,True,True,True,"[""run-719d8978c78a2d3b44c73c18-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-26f20de48702903db0ae8215,effect-8f80e6ae298978dc,True,True,True,"[""run-26f20de48702903db0ae8215-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-26f20de48702903db0ae8215,effect-f6b06472f1a1eb31,True,True,True,"[""run-26f20de48702903db0ae8215-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-d51b964e3ab614b617c7c0e5,effect-44caa3179e83b5b3,True,True,True,"[""run-d51b964e3ab614b617c7c0e5-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-d51b964e3ab614b617c7c0e5,effect-ca8492c893b5b74e,True,True,True,"[""run-d51b964e3ab614b617c7c0e5-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-5f37466116db4aea0028ff8f,effect-70eeb3dc629ff234,True,True,True,"[""run-5f37466116db4aea0028ff8f-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-5f37466116db4aea0028ff8f,effect-e559a38a8302f2a8,True,True,True,"[""run-5f37466116db4aea0028ff8f-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-679bb0bff4a43900a855676d,effect-3941a330c72b94ee,True,True,True,"[""run-679bb0bff4a43900a855676d-grant-tool-return-read""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-679bb0bff4a43900a855676d,effect-5badad3aa75ae8f3,True,True,True,"[""run-679bb0bff4a43900a855676d-grant-tool-return-send""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-aa7ee96805149b054fff11ac,effect-c5ec6906d7030ad4,True,True,True,"[""run-aa7ee96805149b054fff11ac-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-e6862b6b442efd855347f8a9,effect-1ee8f37edcb1347c,True,True,True,"[""run-e6862b6b442efd855347f8a9-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-ffc84ac180b84548c4e992ca,effect-ea470bad5e4af827,True,True,True,"[""run-ffc84ac180b84548c4e992ca-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-d9d5ca5e53dc8323c9e6ec8a,effect-d112c2174c3347d6,True,True,True,"[""run-d9d5ca5e53dc8323c9e6ec8a-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-975f298e8eb1cd85d0fb9fb8,effect-276b240aeef07da1,True,True,True,"[""run-975f298e8eb1cd85d0fb9fb8-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-4fe01866e3c701e43ec7e09e,effect-4ba1246857627ff5,True,True,True,"[""run-4fe01866e3c701e43ec7e09e-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-e180871ef9426c9a941cba95,effect-9ec5f707d3a54c04,True,True,True,"[""run-e180871ef9426c9a941cba95-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-cd7c8fe309982e8c3519f4ab,effect-02e99518d789b99b,True,True,True,"[""run-cd7c8fe309982e8c3519f4ab-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-0be75d6921e6bfcd79dd1ddd,effect-37ec1eefbc07b4e7,True,True,True,"[""run-0be75d6921e6bfcd79dd1ddd-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-e76fb77041b60ecd74e43a13,effect-12047721da2fca81,True,True,True,"[""run-e76fb77041b60ecd74e43a13-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-3aebd4390324fd7d6c88dfad,effect-fbf7e75d3a806f9f,True,True,True,"[""run-3aebd4390324fd7d6c88dfad-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-7717ecb46b9aec5ce723fea2,effect-14711975d80e4cc2,True,True,True,"[""run-7717ecb46b9aec5ce723fea2-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-51894a3a7ab24170449371f7,effect-850516637a08d0b0,True,True,True,"[""run-51894a3a7ab24170449371f7-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-9baed04c2c3be0082fa3d942,effect-7f9c3ab77f7eef13,True,True,True,"[""run-9baed04c2c3be0082fa3d942-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-7bb119963b5fc9ecc4dec7a0,effect-df1b0f5fff8e3540,True,True,True,"[""run-7bb119963b5fc9ecc4dec7a0-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-b4f50c843e6254b98b8f7499,effect-c5ec6906d7030ad4,True,True,True,"[""run-b4f50c843e6254b98b8f7499-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-367fa8432376954d488aff0b,effect-1ee8f37edcb1347c,True,True,True,"[""run-367fa8432376954d488aff0b-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-1374f231fbfb9f8f042194a2,effect-ea470bad5e4af827,True,True,True,"[""run-1374f231fbfb9f8f042194a2-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-66583112d01a4a8b041390ef,effect-d112c2174c3347d6,True,True,True,"[""run-66583112d01a4a8b041390ef-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-4564a0c67d2f1ee9e7c58e2f,effect-276b240aeef07da1,True,True,True,"[""run-4564a0c67d2f1ee9e7c58e2f-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-56000f1be4482baf6cb7fe85,effect-4ba1246857627ff5,True,True,True,"[""run-56000f1be4482baf6cb7fe85-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-3c0672ce917f575f0850fea8,effect-9ec5f707d3a54c04,True,True,True,"[""run-3c0672ce917f575f0850fea8-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-c9faeb6c42628a4105a27e1e,effect-02e99518d789b99b,True,True,True,"[""run-c9faeb6c42628a4105a27e1e-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-81df6382309b31eb961cfec3,effect-37ec1eefbc07b4e7,True,True,True,"[""run-81df6382309b31eb961cfec3-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-d913ceab5793ca8913ccc818,effect-12047721da2fca81,True,True,True,"[""run-d913ceab5793ca8913ccc818-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-74800affa629575c3cd6eb04,effect-fbf7e75d3a806f9f,True,True,True,"[""run-74800affa629575c3cd6eb04-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-f84533c8a01ccaaeb7f74981,effect-14711975d80e4cc2,True,True,True,"[""run-f84533c8a01ccaaeb7f74981-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-80914e1d7ecd6db1607264a3,effect-850516637a08d0b0,True,True,True,"[""run-80914e1d7ecd6db1607264a3-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-67eca3f0bf6f828b15775dd1,effect-7f9c3ab77f7eef13,True,True,True,"[""run-67eca3f0bf6f828b15775dd1-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-82d130be07287852da82c0db,effect-df1b0f5fff8e3540,True,True,True,"[""run-82d130be07287852da82c0db-grant-report""]",True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-8b6f4d252a1cd6d301216783,effect-fa320482c05c4284,False,False,True,[],True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-cf4b8e40b6fa200c4d86afbc,effect-ab1ed44b1090ad53,False,False,True,[],True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-94bf1ed2df70f8e18fdc556f,effect-4ed3a46097c93286,False,False,True,[],True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-e060ece5c20dc14eabb402fc,effect-fada3d2348968a57,False,False,True,[],True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-4eb39c69c80dd09fa7111be2,effect-63c730c74f58eb5b,False,False,True,[],True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
f,run-96e8d86296e0188fda443307,effect-0be1978c7a60fbab,False,False,True,[],True,True,True,True,current named manifest; separately hashed; historical exact manifest byte binding not independently recovered
