query_id,unit,metric,protocol,domain,independence_group,source_ref,native_unit_ref,source_cluster
i_bbc91ac3d3fdfde2bf0512df,i_8df1e3f6e89eb4a9c2cd841e,ALR,T11_explicit_reason,T18_FAKE_REFERENCE,i_8df1e3f6e89eb4a9c2cd841e,datasets/t18-local/fake_reference/cores/c023.json,t18-fake_reference-m2-neutral.oracle_router.on,source-block:datasets/t18-local/fake_reference/cores/c023.json
i_83729612704d4bdb1afa66d1,i_f78ad7d6f1b94a2750ab8f56,ALR,P3R_identity_guard,T18_SCRIPTED,i_f78ad7d6f1b94a2750ab8f56,datasets/t18-local/scripted/cores/c202.json,t18-scripted-ha-attack.tdg_only.on,source-block:datasets/t18-local/scripted/cores/c202.json
i_989641e5acbd131db6fc7d18,i_54890c1fc010eda031333383,CI,precise_control_semantics,HISTORICAL_LIVE,i_54890c1fc010eda031333383,datasets/t17-v2/stages/g/replay-pairs.jsonl#L23,t17-live-reference-v2-model2-c1-context-grid-p01-s03-r2--replay--context-input,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_ad90de511d2584ba33c6a154,i_d5c17d6426951d9fdf1cb0a6,RIR,legacy_v2,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_933dae190caacb444d2b34aa,i_e13a47f6f8e3e278a75590da,RIR,chain_v1,HISTORICAL_LIVE,i_e13a47f6f8e3e278a75590da,datasets/t17-v2/stages/f/core-trials.jsonl#L259,run-8981fdf0db3cfd0f14f40720,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_fbc2cffb71a0c8fdde6796b6,i_a9fcf985a8b27a249ade2a7e,RIR,confirmed_prefix_v1,SAVED_LIVE,i_a9ba0ff072f02bd46627be4b,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R2-revoked_original/state.json,RIR-I2-neutral-R2-revoked_original,source-block:论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R2-revoked_original/state.json
i_e09925e3f3b2cf2569a238d9,i_2adf75c7288488b23c1af1ec,RIR,legacy_v2,T18_FAKE_REFERENCE,i_2adf75c7288488b23c1af1ec,datasets/t18-local/fake_reference/cores/c017.json,t18-fake_reference-m2-attack.monitor.on,source-block:datasets/t18-local/fake_reference/cores/c017.json
i_2ac998ae0d65cd6c7097518c,i_752947ac7191d38f95fe9e62,RIR,chain_v1,T18_SCRIPTED,i_752947ac7191d38f95fe9e62,datasets/t18-local/scripted/cores/c086.json,t18-scripted-m2-neutral.drift_isolation_only.on,source-block:datasets/t18-local/scripted/cores/c086.json
i_b1a9f5768d983891ba58c38b,i_12f8e542b4e3731290eb5b8d,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-original/state.json,unknown_reason-alr-original,construct:unknown_reason-alr
i_ffdee84b1f6049e09ae4b33e,i_6b8dbb6184932eade212ea40,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_6b8dbb6184932eade212ea40,datasets/t17-v2/stages/h/core-trials.jsonl#L62,run-a7de971793fee88286929660,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_3c66a2524b38e0ba37644a5e,i_a9136732c19b66639061a137,TaskSuccess,mechanical_public_obligations,SAVED_LIVE,i_c27677ff920fb588ec8b73c2,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-target-R2-revoked_neutral/state.json,RIR-I2-target-R2-revoked_neutral,source-block:论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-target-R2-revoked_neutral/state.json
i_7d2e035b454d9fe2b525f454,i_c6d539a5d367ed3c18c9c1e4,TaskSuccess,mechanical_public_obligations,T18_FAKE_REFERENCE,i_c6d539a5d367ed3c18c9c1e4,datasets/t18-local/fake_reference/cores/c028.json,t18-fake_reference-a1-attack.evidence_router.on,source-block:datasets/t18-local/fake_reference/cores/c028.json
i_85c61d9bb0262947d8b97296,i_5147d3e40ff84d2003d1739f,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_5147d3e40ff84d2003d1739f,datasets/t18-local/scripted/cores/c082.json,t18-scripted-m2-neutral.monitor.on,source-block:datasets/t18-local/scripted/cores/c082.json
i_03573ad32c010a28d2890fc9,i_e2f54de6b83594d6de9e93e2,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_089b40d91e7ff0b124d9a3b2,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-alr-identity/state.json,positive-alr-identity,construct:positive-alr
i_2812230c5dbac983a910ecbf,i_5ec0201b67ab73eb30b235a0,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_5ec0201b67ab73eb30b235a0,datasets/t17-v2/stages/h/core-trials.jsonl#L229,run-a27d880c7eac4eacc31070de,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_95c5c14a3c845810696fa490,i_fa0cf1c0c34b4e94d4e4726e,UEA,actual_receipt_and_authorization,SAVED_LIVE,i_943c3056929ca1da93d04fa1,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R1-revoked_identity/state.json,RIR-I2-neutral-R1-revoked_identity,source-block:论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R1-revoked_identity/state.json
i_a97c6b7106b7afb28fedf855,i_7e18011a580edf8718148872,UEA,actual_receipt_and_authorization,T18_FAKE_REFERENCE,i_7e18011a580edf8718148872,datasets/t18-local/fake_reference/cores/c020.json,t18-fake_reference-m2-attack.evidence_router.on,source-block:datasets/t18-local/fake_reference/cores/c020.json
i_cb0ecc4a2abfea30faccb4e6,i_09f1c89e14986ab97f66cf9a,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_09f1c89e14986ab97f66cf9a,datasets/t18-local/scripted/cores/c185.json,t18-scripted-hm-attack.drift_isolation_only.on,source-block:datasets/t18-local/scripted/cores/c185.json
i_5ef5c9f8c4047fe4b334fbf1,i_373f1c7d3f32bdeb88837b1a,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_a3e219b7ca77d97f40b3b6b8,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/real_grant-alr-original/state.json,real_grant-alr-original,construct:real_grant-alr
i_469b0a366ee168fa1b237f56,i_ccd9ecca34f541a1efc2e44c,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_ccd9ecca34f541a1efc2e44c,datasets/t17-v2/stages/h/core-trials.jsonl#L20,run-72deb6c9ee612d8b7986b5a5,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_0fb2aba4142f929b0f2b773c,i_3dfdbc29de2fda4baea13295,ALR,P3R_identity_guard,SAVED_LIVE,i_d23a76e183f78ef4fb52f19c,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-target-R1-revoked_original/state.json,RIR-I2-target-R1-revoked_original,source-block:论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-target-R1-revoked_original/state.json
i_c0313b9d3c95d3b7c9cb8694,i_f78b3bed22901a46fed4a342,ALR,T11_explicit_reason,T18_FAKE_REFERENCE,i_f78b3bed22901a46fed4a342,datasets/t18-local/fake_reference/cores/c026.json,t18-fake_reference-a1-attack.all_defenses.on,source-block:datasets/t18-local/fake_reference/cores/c026.json
i_89c5545cf60d81e1d90a4d35,i_f28708db5203d4d965729e5a,ALR,P3R_identity_guard,T18_SCRIPTED,i_f28708db5203d4d965729e5a,datasets/t18-local/scripted/cores/c194.json,t18-scripted-hm-neutral.drift_isolation_only.on,source-block:datasets/t18-local/scripted/cores/c194.json
i_e0b590089d04d09039b461f6,i_15816727651954000e1b029e,CI,precise_control_semantics,HISTORICAL_LIVE,i_15816727651954000e1b029e,datasets/t17-v2/stages/h/replay-pairs.jsonl#L31,t17-live-reference-v2-defense-c1-context-grid-p10-defense-enforce-s01-r1--replay--context-input,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_18f5499c1874132aaa2df7be,i_2ef57d7e8062f9b1d8a0392c,RIR,legacy_v2,HISTORICAL_LIVE,i_2ef57d7e8062f9b1d8a0392c,datasets/t17-v2/stages/h/core-trials.jsonl#L184,run-b42b349ff52d3357799073ac,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_4d98e3c2ac9231fadbfefa53,i_9cf70b3c417e16d97175cc00,RIR,chain_v1,SAVED_LIVE,i_a670c01fafd69801c581cb54,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I1-target-R1-revoked_original/state.json,RIR-I1-target-R1-revoked_original,source-block:论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I1-target-R1-revoked_original/state.json
i_4c0bf1bed78e29c802f68583,i_46c573b7689af95443e45c35,RIR,chain_v1,T18_FAKE_REFERENCE,i_46c573b7689af95443e45c35,datasets/t18-local/fake_reference/cores/c018.json,t18-fake_reference-m2-attack.all_defenses.on,source-block:datasets/t18-local/fake_reference/cores/c018.json
i_d060acf6463e172cfa499187,i_adb8b28ee22d1a2ff2f0e9b9,RIR,confirmed_prefix_v1,T18_SCRIPTED,i_adb8b28ee22d1a2ff2f0e9b9,datasets/t18-local/scripted/cores/c089.json,t18-scripted-m2-neutral.oracle_router.on,source-block:datasets/t18-local/scripted/cores/c089.json
i_223058e96aebba5ea7b00127,i_2aa7df8e7e173b2c412b7e9a,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_2aa7df8e7e173b2c412b7e9a,datasets/t17-v2/stages/h/core-trials.jsonl#L156,run-d0869986055477b2288deac9,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_3781b4bd63ec208ad3fd0138,i_39318a789c8afc88ebeb2c39,TaskSuccess,mechanical_public_obligations,SAVED_LIVE,i_e40370ff7da5ca533d4f75a2,论文材料/P3_机制测量/p3r-20260917-103400/live/units/ALR-I2-R1-identity/state.json,ALR-I2-R1-identity,source-block:论文材料/P3_机制测量/p3r-20260917-103400/live/units/ALR-I2-R1-identity/state.json
i_2d0a061b1c2a3e20fd7fa7ca,i_361cd2f5f06e6de9b3eb0767,TaskSuccess,mechanical_public_obligations,T18_FAKE_REFERENCE,i_361cd2f5f06e6de9b3eb0767,datasets/t18-local/fake_reference/cores/c027.json,t18-fake_reference-a1-attack.oracle_router.on,source-block:datasets/t18-local/fake_reference/cores/c027.json
i_4e5acaacd323c4c338d5af69,i_5ecca52c46cf3f6442212863,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_5ecca52c46cf3f6442212863,datasets/t18-local/scripted/cores/c182.json,t18-scripted-hm-attack.universal_enforce.on,source-block:datasets/t18-local/scripted/cores/c182.json
i_8ccb1c50287eaf112901ed96,i_c6c6ecc7d0d78c0523a937e6,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_c6c6ecc7d0d78c0523a937e6,datasets/t17-v2/stages/f/core-trials.jsonl#L117,run-26f20de48702903db0ae8215,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_2a350a106a7d8c2632aac4e8,i_a65af39dd12569409d249a95,UEA,actual_receipt_and_authorization,SAVED_LIVE,i_a65af39dd12569409d249a95,论文材料/P3_机制测量/p3r-20260917-103400/live/units/ALR-I1-R1-P/state.json,ALR-I1-R1-P,source-block:论文材料/P3_机制测量/p3r-20260917-103400/live/units/ALR-I1-R1-P/state.json
i_d3d2cb3482bb992306517d69,i_c968efc4b1c32d34f56bcd37,UEA,actual_receipt_and_authorization,T18_FAKE_REFERENCE,i_c968efc4b1c32d34f56bcd37,datasets/t18-local/fake_reference/cores/c025.json,t18-fake_reference-a1-attack.monitor.on,source-block:datasets/t18-local/fake_reference/cores/c025.json
i_749cc748562012a054443130,i_c77df9b95483b50c56b1aede,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_c77df9b95483b50c56b1aede,datasets/t18-local/scripted/cores/c098.json,t18-scripted-a1-attack.oracle_router.on,source-block:datasets/t18-local/scripted/cores/c098.json
i_828dcca2c25818f3f7f0f80d,i_6d2f2bfcf2bae8846b0330b3,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_6d2f2bfcf2bae8846b0330b3,datasets/t17-v2/stages/f/core-trials.jsonl#L38,run-ccd8c170d9938905f5938644,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_621f7485923f959d3a83533e,i_b559805d0a959a910493affa,ALR,T11_explicit_reason,T18_SCRIPTED,i_b559805d0a959a910493affa,datasets/t18-local/scripted/cores/c074.json,t18-scripted-m2-attack.universal_enforce.on,source-block:datasets/t18-local/scripted/cores/c074.json
i_eee38f2b17cb807e5e792d2d,i_913b76ae741d90f309a80ff5,CI,precise_control_semantics,HISTORICAL_LIVE,i_913b76ae741d90f309a80ff5,datasets/t17-v2/stages/g/replay-pairs.jsonl#L151,t17-live-reference-v2-model2-m1-preserve-s01-r1--replay--memory-read,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_0098c3e5d386f188b843110c,i_55b40c59accac899a0ea67dd,RIR,confirmed_prefix_v1,HISTORICAL_LIVE,i_55b40c59accac899a0ea67dd,datasets/t17-v2/stages/g/core-trials.jsonl#L241,run-5c1f3fc65e76e5c2f5f3bd11,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_c0165b6af9e6afcbfcbd47af,i_42b6131b46107579ac5cf852,RIR,legacy_v2,T18_SCRIPTED,i_42b6131b46107579ac5cf852,datasets/t18-local/scripted/cores/c090.json,t18-scripted-m2-neutral.evidence_router.on,source-block:datasets/t18-local/scripted/cores/c090.json
i_4f02c325087753a5c85b7a14,i_87e3cecd9ae20fe53c7ff206,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_87e3cecd9ae20fe53c7ff206,datasets/t17-v2/stages/g/core-trials.jsonl#L22,run-dd017a84171784a92dc59b00,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_e5a2e9e1255dd1db29bac7ad,i_cbb6414326c73aeb38b9c1ff,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_cbb6414326c73aeb38b9c1ff,datasets/t18-local/scripted/cores/c076.json,t18-scripted-m2-attack.tdg_only.on,source-block:datasets/t18-local/scripted/cores/c076.json
i_1f4c39404c27eade0d3502cb,i_c15ae2ff4f2bc913aeb52c3e,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_c15ae2ff4f2bc913aeb52c3e,datasets/t17-v2/stages/h/core-trials.jsonl#L252,run-0b30ff0bc575375c0208f72b,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_2761b371470e212076a690c2,i_ccaeb1cbfbb38b5599f5e422,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_ccaeb1cbfbb38b5599f5e422,datasets/t18-local/scripted/cores/c087.json,t18-scripted-m2-neutral.causal_only.on,source-block:datasets/t18-local/scripted/cores/c087.json
i_6d49d0ea8d03cf4758157742,i_8a69fb30f6ff0c91083bce7f,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_8a69fb30f6ff0c91083bce7f,datasets/t17-v2/stages/h/core-trials.jsonl#L269,run-859b85e0b571b15dc5814c9f,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_fa33750d77223861aee07563,i_47d86c75c48bab870d02d1a5,ALR,T11_explicit_reason,T18_SCRIPTED,i_47d86c75c48bab870d02d1a5,datasets/t18-local/scripted/cores/c196.json,t18-scripted-hm-neutral.all_defenses.on,source-block:datasets/t18-local/scripted/cores/c196.json
i_c325332e10e0d105ac70d816,i_91b34f6ed184cdb639188062,CI,legacy_object_ablation,HISTORICAL_LIVE,i_91b34f6ed184cdb639188062,datasets/t17-v2/stages/h/replay-pairs.jsonl#L231,t17-live-reference-v2-defense-m2-target-revoked-defense-enforce-s04-r2--replay--m2-memory-1,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_f97a40be7ee339462eb359d7,i_8853b80390c039ce14515d85,RIR,chain_v1,HISTORICAL_LIVE,i_8853b80390c039ce14515d85,datasets/t17-v2/stages/h/core-trials.jsonl#L187,run-fa7c1a127e38692e1d16f40c,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_1600a38e3c3dfc3e50e410d1,i_5a5cc887460972b559fbdc43,RIR,legacy_v2,T18_SCRIPTED,i_5a5cc887460972b559fbdc43,datasets/t18-local/scripted/cores/c080.json,t18-scripted-m2-attack.oracle_router.on,source-block:datasets/t18-local/scripted/cores/c080.json
i_dd23080abf511e965be3b98b,i_d18c61e8e0e125c550937638,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_d18c61e8e0e125c550937638,datasets/t17-v2/stages/g/core-trials.jsonl#L287,run-160f57cbccea7b5fd8f98253,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_3e52ca7740441f333a6ba629,i_2f9e2ab57e30c6d2640136c9,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_2f9e2ab57e30c6d2640136c9,datasets/t18-local/scripted/cores/c226.json,t18-scripted-a2-benign-control.monitor.on,source-block:datasets/t18-local/scripted/cores/c226.json
i_8c11967e0f3d5a314959f74f,i_20b7319a84603d88626ae5e9,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_20b7319a84603d88626ae5e9,datasets/t17-v2/stages/h/core-trials.jsonl#L167,run-1e22b7fc01075382c6f84da8,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_0ba52ff8c20bc9fda176dd32,i_3d3ae365121feb714cee8374,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_3d3ae365121feb714cee8374,datasets/t18-local/scripted/cores/c078.json,t18-scripted-m2-attack.causal_only.on,source-block:datasets/t18-local/scripted/cores/c078.json
i_356f9493e2880822debd004b,i_27aa8a4ea70a07d986022ff8,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_27aa8a4ea70a07d986022ff8,datasets/t17-v2/stages/f/core-trials.jsonl#L193,run-b03a47f1fb2176016bdfcdaf,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_efd225b5b300e425256f86ec,i_f772311c1d84038ab788db06,ALR,P3R_identity_guard,T18_SCRIPTED,i_f772311c1d84038ab788db06,datasets/t18-local/scripted/cores/c190.json,t18-scripted-hm-neutral.monitor.on,source-block:datasets/t18-local/scripted/cores/c190.json
i_8e309dd33e983dec00b668f8,i_7a64994170880d91aef0d22c,CI,precise_control_semantics,HISTORICAL_LIVE,i_7a64994170880d91aef0d22c,datasets/t17-v2/stages/h/replay-pairs.jsonl#L182,t17-live-reference-v2-defense-m2-control-normal-defense-enforce-s01-r1--replay--m2-memory-3,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_d541c7da30eb16fba964eed1,i_99e9987eed43e68599a152f4,RIR,chain_v1,HISTORICAL_LIVE,i_99e9987eed43e68599a152f4,datasets/t17-v2/stages/f/core-trials.jsonl#L241,run-7c5877d4173e3624ced67105,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_3304c32ba400ff6083a07b0c,i_e6d69c7226f0334f9400ba49,RIR,chain_v1,T18_SCRIPTED,i_e6d69c7226f0334f9400ba49,datasets/t18-local/scripted/cores/c193.json,t18-scripted-hm-neutral.tdg_only.on,source-block:datasets/t18-local/scripted/cores/c193.json
i_8b849e16fb24b7b313fef6e2,i_50a9e5201ceacebd00925441,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_50a9e5201ceacebd00925441,datasets/t17-v2/stages/g/core-trials.jsonl#L130,run-f0fe2e7a27cd431df8796e99,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
